symbol,current_price,total_score,trend1_pass,trend1_current,trend1_threshold,trend1_description,trend2_pass,trend2_current,trend2_threshold,trend2_description,snapback_pass,snapback_current,snapback_threshold,snapback_description,momentum_pass,momentum_current,momentum_threshold,momentum_description,stabilizing_pass,stabilizing_current,stabilizing_threshold,stabilizing_description,data_age_hours
ETR,83.28,3,True,83.28,82.6988,Price ($83.28) is above the 20-day EMA ($82.70),True,83.28,81.7669,Price ($83.28) is above the 100-day EMA ($81.77),False,68.66,50.0,RSI (68.7) is above the threshold (50),False,83.28,83.28,Current price ($83.28) is below last week's close ($83.28),True,1.616667,1.714167,3-day ATR (1.62) is lower than 6-day ATR (1.71),0
MET,78.58,2,True,78.58,78.312,Price ($78.58) is above the 20-day EMA ($78.31),False,78.58,79.3906,Price ($78.58) is below the 100-day EMA ($79.39),False,57.53,50.0,RSI (57.5) is above the threshold (50),False,78.58,78.58,Current price ($78.58) is below last week's close ($78.58),True,1.243667,1.440167,3-day ATR (1.24) is lower than 6-day ATR (1.44),0
D,56.67,3,True,56.67,55.6068,Price ($56.67) is above the 20-day EMA ($55.61),True,56.67,54.9482,Price ($56.67) is above the 100-day EMA ($54.95),False,52.59,50.0,RSI (52.6) is above the threshold (50),False,56.67,56.67,Current price ($56.67) is below last week's close ($56.67),True,1.155,1.165,3-day ATR (1.16) is lower than 6-day ATR (1.17),0
HAL,19.59,2,False,19.59,20.3794,Price ($19.59) is below the 20-day EMA ($20.38),False,19.59,23.4262,Price ($19.59) is below the 100-day EMA ($23.43),True,39.62,50.0,RSI (39.6) is below the threshold (50),False,19.59,19.59,Current price ($19.59) is below last week's close ($19.59),True,0.5133,0.525817,3-day ATR (0.51) is lower than 6-day ATR (0.53),0
PFG,77.89,1,False,77.89,78.3157,Price ($77.89) is below the 20-day EMA ($78.32),False,77.89,79.9382,Price ($77.89) is below the 100-day EMA ($79.94),False,78.34,50.0,RSI (78.3) is above the threshold (50),False,77.89,77.89,Current price ($77.89) is below last week's close ($77.89),True,1.26,1.363333,3-day ATR (1.26) is lower than 6-day ATR (1.36),0
KEY,15.86,2,True,15.86,15.773,Price ($15.86) is above the 20-day EMA ($15.77),False,15.86,16.1759,Price ($15.86) is below the 100-day EMA ($16.18),False,63.97,50.0,RSI (64.0) is above the threshold (50),False,15.86,15.86,Current price ($15.86) is below last week's close ($15.86),True,0.34,0.351667,3-day ATR (0.34) is lower than 6-day ATR (0.35),0
CAH,154.44,3,True,154.44,150.453,Price ($154.44) is above the 20-day EMA ($150.45),True,154.44,136.7466,Price ($154.44) is above the 100-day EMA ($136.75),False,89.83,50.0,RSI (89.8) is above the threshold (50),False,154.44,154.44,Current price ($154.44) is below last week's close ($154.44),True,1.848333,1.941667,3-day ATR (1.85) is lower than 6-day ATR (1.94),0
PNR,99.18,3,True,99.18,96.5197,Price ($99.18) is above the 20-day EMA ($96.52),True,99.18,94.2311,Price ($99.18) is above the 100-day EMA ($94.23),False,56.7,50.0,RSI (56.7) is above the threshold (50),False,99.18,99.18,Current price ($99.18) is below last week's close ($99.18),True,1.326667,1.744167,3-day ATR (1.33) is lower than 6-day ATR (1.74),0
CHRW,95.97,3,True,95.97,95.4772,Price ($95.97) is above the 20-day EMA ($95.48),False,95.97,97.7617,Price ($95.97) is below the 100-day EMA ($97.76),True,40.12,50.0,RSI (40.1) is below the threshold (50),False,95.97,95.97,Current price ($95.97) is below last week's close ($95.97),True,1.495,1.53,3-day ATR (1.50) is lower than 6-day ATR (1.53),0
LW,55.78,3,True,55.78,52.7804,Price ($55.78) is above the 20-day EMA ($52.78),False,55.78,56.8116,Price ($55.78) is below the 100-day EMA ($56.81),True,40.65,50.0,RSI (40.7) is below the threshold (50),False,55.78,55.78,Current price ($55.78) is below last week's close ($55.78),True,1.376667,1.566667,3-day ATR (1.38) is lower than 6-day ATR (1.57),0
PWR,342.56,3,True,342.56,330.1023,Price ($342.56) is above the 20-day EMA ($330.10),True,342.56,302.7777,Price ($342.56) is above the 100-day EMA ($302.78),False,64.79,50.0,RSI (64.8) is above the threshold (50),False,342.56,342.56,Current price ($342.56) is below last week's close ($342.56),True,6.1,9.493033,3-day ATR (6.10) is lower than 6-day ATR (9.49),0
OKE,80.84,1,False,80.84,82.8705,Price ($80.84) is below the 20-day EMA ($82.87),False,80.84,91.2483,Price ($80.84) is below the 100-day EMA ($91.25),True,38.52,50.0,RSI (38.5) is below the threshold (50),False,80.84,80.84,Current price ($80.84) is below last week's close ($80.84),False,1.706667,1.534017,3-day ATR (1.71) is higher than 6-day ATR (1.53),0
CPRT,51.48,1,False,51.48,57.7408,Price ($51.48) is below the 20-day EMA ($57.74),False,51.48,58.0798,Price ($51.48) is below the 100-day EMA ($58.08),False,57.01,50.0,RSI (57.0) is above the threshold (50),False,51.48,51.48,Current price ($51.48) is below last week's close ($51.48),True,1.046733,2.192533,3-day ATR (1.05) is lower than 6-day ATR (2.19),0
GLW,49.59,3,True,49.59,47.6424,Price ($49.59) is above the 20-day EMA ($47.64),True,49.59,46.8142,Price ($49.59) is above the 100-day EMA ($46.81),False,59.77,50.0,RSI (59.8) is above the threshold (50),False,49.59,49.59,Current price ($49.59) is below last week's close ($49.59),True,0.881667,1.014167,3-day ATR (0.88) is lower than 6-day ATR (1.01),0
CLX,131.88,2,False,131.88,134.1022,Price ($131.88) is below the 20-day EMA ($134.10),False,131.88,144.8739,Price ($131.88) is below the 100-day EMA ($144.87),True,49.66,50.0,RSI (49.7) is below the threshold (50),False,131.88,131.88,Current price ($131.88) is below last week's close ($131.88),True,1.69,1.7325,3-day ATR (1.69) is lower than 6-day ATR (1.73),0
LNT,62.23,3,True,62.23,61.6829,Price ($62.23) is above the 20-day EMA ($61.68),True,62.23,61.363,Price ($62.23) is above the 100-day EMA ($61.36),False,72.56,50.0,RSI (72.6) is above the threshold (50),False,62.23,62.23,Current price ($62.23) is below last week's close ($62.23),True,0.901667,1.002633,3-day ATR (0.90) is lower than 6-day ATR (1.00),0
BALL,53.58,4,True,53.58,52.6815,Price ($53.58) is above the 20-day EMA ($52.68),True,53.58,52.7342,Price ($53.58) is above the 100-day EMA ($52.73),True,47.46,50.0,RSI (47.5) is below the threshold (50),False,53.58,53.58,Current price ($53.58) is below last week's close ($53.58),True,0.826667,1.225,3-day ATR (0.83) is lower than 6-day ATR (1.23),0
CF,90.71,3,True,90.71,86.624,Price ($90.71) is above the 20-day EMA ($86.62),True,90.71,82.5908,Price ($90.71) is above the 100-day EMA ($82.59),False,63.91,50.0,RSI (63.9) is above the threshold (50),False,90.71,90.71,Current price ($90.71) is below last week's close ($90.71),True,1.746667,1.769833,3-day ATR (1.75) is lower than 6-day ATR (1.77),0
CCI,100.35,2,False,100.35,101.3141,Price ($100.35) is below the 20-day EMA ($101.31),True,100.35,99.6196,Price ($100.35) is above the 100-day EMA ($99.62),False,51.33,50.0,RSI (51.3) is above the threshold (50),False,100.35,100.35,Current price ($100.35) is below last week's close ($100.35),True,1.56,1.724167,3-day ATR (1.56) is lower than 6-day ATR (1.72),0
HIG,129.84,3,True,129.84,128.0065,Price ($129.84) is above the 20-day EMA ($128.01),True,129.84,120.7529,Price ($129.84) is above the 100-day EMA ($120.75),False,87.23,50.0,RSI (87.2) is above the threshold (50),False,129.84,129.84,Current price ($129.84) is below last week's close ($129.84),True,1.588333,1.740917,3-day ATR (1.59) is lower than 6-day ATR (1.74),0
SWK,65.43,0,False,65.43,66.4208,Price ($65.43) is below the 20-day EMA ($66.42),False,65.43,72.8511,Price ($65.43) is below the 100-day EMA ($72.85),False,55.44,50.0,RSI (55.4) is above the threshold (50),False,65.43,65.43,Current price ($65.43) is below last week's close ($65.43),False,2.195,2.03565,3-day ATR (2.20) is higher than 6-day ATR (2.04),0
DAY,59.08,3,True,59.08,58.0927,Price ($59.08) is above the 20-day EMA ($58.09),False,59.08,61.3571,Price ($59.08) is below the 100-day EMA ($61.36),True,43.52,50.0,RSI (43.5) is below the threshold (50),False,59.08,59.08,Current price ($59.08) is below last week's close ($59.08),True,1.401667,1.638333,3-day ATR (1.40) is lower than 6-day ATR (1.64),0
BDX,172.59,2,False,172.59,177.0017,Price ($172.59) is below the 20-day EMA ($177.00),False,172.59,204.3459,Price ($172.59) is below the 100-day EMA ($204.35),True,34.48,50.0,RSI (34.5) is below the threshold (50),False,172.59,172.59,Current price ($172.59) is below last week's close ($172.59),True,2.751667,2.969933,3-day ATR (2.75) is lower than 6-day ATR (2.97),0
ROST,140.09,1,False,140.09,144.0991,Price ($140.09) is below the 20-day EMA ($144.10),False,140.09,141.0882,Price ($140.09) is below the 100-day EMA ($141.09),False,71.31,50.0,RSI (71.3) is above the threshold (50),False,140.09,140.09,Current price ($140.09) is below last week's close ($140.09),True,3.143333,7.020833,3-day ATR (3.14) is lower than 6-day ATR (7.02),0
EW,78.22,3,True,78.22,75.9773,Price ($78.22) is above the 20-day EMA ($75.98),True,78.22,72.8254,Price ($78.22) is above the 100-day EMA ($72.83),True,35.65,50.0,RSI (35.7) is below the threshold (50),False,78.22,78.22,Current price ($78.22) is below last week's close ($78.22),False,1.82,1.561667,3-day ATR (1.82) is higher than 6-day ATR (1.56),0
DECK,105.52,1,False,105.52,115.509,Price ($105.52) is below the 20-day EMA ($115.51),False,105.52,134.595,Price ($105.52) is below the 100-day EMA ($134.59),False,75.38,50.0,RSI (75.4) is above the threshold (50),False,105.52,105.52,Current price ($105.52) is below last week's close ($105.52),True,4.268833,9.199417,3-day ATR (4.27) is lower than 6-day ATR (9.20),0
EVRG,66.41,2,False,66.41,66.5992,Price ($66.41) is below the 20-day EMA ($66.60),True,66.41,66.2129,Price ($66.41) is above the 100-day EMA ($66.21),False,69.17,50.0,RSI (69.2) is above the threshold (50),False,66.41,66.41,Current price ($66.41) is below last week's close ($66.41),True,0.936667,0.959167,3-day ATR (0.94) is lower than 6-day ATR (0.96),0
BAX,30.5,1,False,30.5,30.7035,Price ($30.50) is below the 20-day EMA ($30.70),False,30.5,31.3461,Price ($30.50) is below the 100-day EMA ($31.35),True,40.51,50.0,RSI (40.5) is below the threshold (50),False,30.5,30.5,Current price ($30.50) is below last week's close ($30.50),False,0.671667,0.640833,3-day ATR (0.67) is higher than 6-day ATR (0.64),0
KDP,33.67,3,True,33.67,33.5614,Price ($33.67) is above the 20-day EMA ($33.56),True,33.67,33.5413,Price ($33.67) is above the 100-day EMA ($33.54),True,41.86,50.0,RSI (41.9) is below the threshold (50),False,33.67,33.67,Current price ($33.67) is below last week's close ($33.67),False,0.583333,0.546667,3-day ATR (0.58) is higher than 6-day ATR (0.55),0
LHX,244.34,4,True,244.34,231.925,Price ($244.34) is above the 20-day EMA ($231.92),True,244.34,221.3858,Price ($244.34) is above the 100-day EMA ($221.39),True,45.42,50.0,RSI (45.4) is below the threshold (50),False,244.34,244.34,Current price ($244.34) is below last week's close ($244.34),True,4.388333,5.982667,3-day ATR (4.39) is lower than 6-day ATR (5.98),0
CTVA,70.8,3,True,70.8,67.6544,Price ($70.80) is above the 20-day EMA ($67.65),True,70.8,62.9471,Price ($70.80) is above the 100-day EMA ($62.95),False,55.63,50.0,RSI (55.6) is above the threshold (50),False,70.8,70.8,Current price ($70.80) is below last week's close ($70.80),True,1.163333,1.164167,3-day ATR (1.16) is lower than 6-day ATR (1.16),0
AME,178.74,3,True,178.74,176.6159,Price ($178.74) is above the 20-day EMA ($176.62),True,178.74,176.6617,Price ($178.74) is above the 100-day EMA ($176.66),False,65.13,50.0,RSI (65.1) is above the threshold (50),False,178.74,178.74,Current price ($178.74) is below last week's close ($178.74),True,2.549667,3.009,3-day ATR (2.55) is lower than 6-day ATR (3.01),0
ZS,275.7,2,True,275.7,245.7826,Price ($275.70) is above the 20-day EMA ($245.78),True,275.7,217.1518,Price ($275.70) is above the 100-day EMA ($217.15),False,60.52,50.0,RSI (60.5) is above the threshold (50),False,275.7,275.7,Current price ($275.70) is below last week's close ($275.70),False,12.199967,9.341183,3-day ATR (12.20) is higher than 6-day ATR (9.34),0
XEL,70.1,3,True,70.1,70.0755,Price ($70.10) is above the 20-day EMA ($70.08),True,70.1,69.4662,Price ($70.10) is above the 100-day EMA ($69.47),False,72.67,50.0,RSI (72.7) is above the threshold (50),False,70.1,70.1,Current price ($70.10) is below last week's close ($70.10),True,1.124733,1.164033,3-day ATR (1.12) is lower than 6-day ATR (1.16),0
PRU,103.89,2,False,103.89,104.0725,Price ($103.89) is below the 20-day EMA ($104.07),False,103.89,108.864,Price ($103.89) is below the 100-day EMA ($108.86),True,46.25,50.0,RSI (46.3) is below the threshold (50),False,103.89,103.89,Current price ($103.89) is below last week's close ($103.89),True,1.73,2.018333,3-day ATR (1.73) is lower than 6-day ATR (2.02),0
HOLX,62.17,3,True,62.17,58.3459,Price ($62.17) is above the 20-day EMA ($58.35),False,62.17,62.3739,Price ($62.17) is below the 100-day EMA ($62.37),True,23.8,50.0,RSI (23.8) is below the threshold (50),False,62.17,62.17,Current price ($62.17) is below last week's close ($62.17),True,1.66,3.43,3-day ATR (1.66) is lower than 6-day ATR (3.43),0
JNPR,35.93,1,False,35.93,36.0124,Price ($35.93) is below the 20-day EMA ($36.01),False,35.93,36.1837,Price ($35.93) is below the 100-day EMA ($36.18),False,54.44,50.0,RSI (54.4) is above the threshold (50),False,35.93,35.93,Current price ($35.93) is below last week's close ($35.93),True,0.231667,0.2715,3-day ATR (0.23) is lower than 6-day ATR (0.27),0
RVTY,90.42,2,False,90.42,92.4377,Price ($90.42) is below the 20-day EMA ($92.44),False,90.42,102.4651,Price ($90.42) is below the 100-day EMA ($102.47),True,48.28,50.0,RSI (48.3) is below the threshold (50),False,90.42,90.42,Current price ($90.42) is below last week's close ($90.42),True,1.99,2.278333,3-day ATR (1.99) is lower than 6-day ATR (2.28),0
VTRS,8.79,2,True,8.79,8.5998,Price ($8.79) is above the 20-day EMA ($8.60),False,8.79,9.4592,Price ($8.79) is below the 100-day EMA ($9.46),False,57.9,50.0,RSI (57.9) is above the threshold (50),False,8.79,8.79,Current price ($8.79) is below last week's close ($8.79),True,0.2318,0.269233,3-day ATR (0.23) is lower than 6-day ATR (0.27),0
FAST,41.34,4,True,41.34,40.7497,Price ($41.34) is above the 20-day EMA ($40.75),True,41.34,39.4584,Price ($41.34) is above the 100-day EMA ($39.46),True,34.59,50.0,RSI (34.6) is below the threshold (50),False,41.34,41.34,Current price ($41.34) is below last week's close ($41.34),True,0.746667,0.8206,3-day ATR (0.75) is lower than 6-day ATR (0.82),0
NDAQ,83.54,3,True,83.54,80.6978,Price ($83.54) is above the 20-day EMA ($80.70),True,83.54,78.0184,Price ($83.54) is above the 100-day EMA ($78.02),False,70.92,50.0,RSI (70.9) is above the threshold (50),False,83.54,83.54,Current price ($83.54) is below last week's close ($83.54),True,0.916633,1.29665,3-day ATR (0.92) is lower than 6-day ATR (1.30),0
UDR,41.43,3,True,41.43,41.3437,Price ($41.43) is above the 20-day EMA ($41.34),False,41.43,42.4018,Price ($41.43) is below the 100-day EMA ($42.40),True,48.92,50.0,RSI (48.9) is below the threshold (50),False,41.43,41.43,Current price ($41.43) is below last week's close ($41.43),True,0.68,0.784983,3-day ATR (0.68) is lower than 6-day ATR (0.78),0
BXP,67.33,3,True,67.33,66.2338,Price ($67.33) is above the 20-day EMA ($66.23),False,67.33,68.1723,Price ($67.33) is below the 100-day EMA ($68.17),True,49.47,50.0,RSI (49.5) is below the threshold (50),False,67.33,67.33,Current price ($67.33) is below last week's close ($67.33),True,1.508333,1.655833,3-day ATR (1.51) is lower than 6-day ATR (1.66),0
PNW,91.23,2,False,91.23,91.4805,Price ($91.23) is below the 20-day EMA ($91.48),False,91.23,91.3833,Price ($91.23) is below the 100-day EMA ($91.38),True,38.51,50.0,RSI (38.5) is below the threshold (50),False,91.23,91.23,Current price ($91.23) is below last week's close ($91.23),True,1.4,1.435833,3-day ATR (1.40) is lower than 6-day ATR (1.44),0
MAS,62.42,0,False,62.42,63.6613,Price ($62.42) is below the 20-day EMA ($63.66),False,62.42,68.3693,Price ($62.42) is below the 100-day EMA ($68.37),False,50.0,50.0,RSI (50.0) is above the threshold (50),False,62.42,62.42,Current price ($62.42) is below last week's close ($62.42),False,1.44,1.42,3-day ATR (1.44) is higher than 6-day ATR (1.42),0
INCY,65.06,2,True,65.06,63.2891,Price ($65.06) is above the 20-day EMA ($63.29),False,65.06,65.2898,Price ($65.06) is below the 100-day EMA ($65.29),True,35.87,50.0,RSI (35.9) is below the threshold (50),False,65.06,65.06,Current price ($65.06) is below last week's close ($65.06),False,1.5,1.399167,3-day ATR (1.50) is higher than 6-day ATR (1.40),0
IPG,23.96,0,False,23.96,24.6793,Price ($23.96) is below the 20-day EMA ($24.68),False,23.96,26.0504,Price ($23.96) is below the 100-day EMA ($26.05),False,53.57,50.0,RSI (53.6) is above the threshold (50),False,23.96,23.96,Current price ($23.96) is below last week's close ($23.96),False,0.498333,0.475833,3-day ATR (0.50) is higher than 6-day ATR (0.48),0
PSX,113.48,1,False,113.48,114.0955,Price ($113.48) is below the 20-day EMA ($114.10),False,113.48,116.3714,Price ($113.48) is below the 100-day EMA ($116.37),False,57.96,50.0,RSI (58.0) is above the threshold (50),False,113.48,113.48,Current price ($113.48) is below last week's close ($113.48),True,2.505867,2.7111,3-day ATR (2.51) is lower than 6-day ATR (2.71),0
VLO,128.97,2,True,128.97,127.2166,Price ($128.97) is above the 20-day EMA ($127.22),True,128.97,126.7568,Price ($128.97) is above the 100-day EMA ($126.76),False,59.21,50.0,RSI (59.2) is above the threshold (50),False,128.97,128.97,Current price ($128.97) is below last week's close ($128.97),False,3.7575,3.547083,3-day ATR (3.76) is higher than 6-day ATR (3.55),0
ACGL,95.04,2,True,95.04,93.3609,Price ($95.04) is above the 20-day EMA ($93.36),True,95.04,93.2468,Price ($95.04) is above the 100-day EMA ($93.25),False,81.86,50.0,RSI (81.9) is above the threshold (50),False,95.04,95.04,Current price ($95.04) is below last week's close ($95.04),False,2.59,2.180243,3-day ATR (2.59) is higher than 6-day ATR (2.18),0
SJM,112.61,2,False,112.61,112.9729,Price ($112.61) is below the 20-day EMA ($112.97),True,112.61,112.2388,Price ($112.61) is above the 100-day EMA ($112.24),True,32.9,50.0,RSI (32.9) is below the threshold (50),False,112.61,112.61,Current price ($112.61) is below last week's close ($112.61),False,2.328333,2.139167,3-day ATR (2.33) is higher than 6-day ATR (2.14),0
WBA,11.25,3,True,11.25,11.1726,Price ($11.25) is above the 20-day EMA ($11.17),True,11.25,10.75,Price ($11.25) is above the 100-day EMA ($10.75),False,64.35,50.0,RSI (64.3) is above the threshold (50),False,11.25,11.25,Current price ($11.25) is below last week's close ($11.25),True,0.118467,0.120067,3-day ATR (0.12) is lower than 6-day ATR (0.12),0
HES,132.19,1,False,132.19,132.5128,Price ($132.19) is below the 20-day EMA ($132.51),False,132.19,138.6882,Price ($132.19) is below the 100-day EMA ($138.69),True,39.45,50.0,RSI (39.4) is below the threshold (50),False,132.19,132.19,Current price ($132.19) is below last week's close ($132.19),False,2.923333,2.630167,3-day ATR (2.92) is higher than 6-day ATR (2.63),0
PCG,16.88,0,False,16.88,17.142,Price ($16.88) is below the 20-day EMA ($17.14),False,16.88,17.396,Price ($16.88) is below the 100-day EMA ($17.40),False,72.02,50.0,RSI (72.0) is above the threshold (50),False,16.88,16.88,Current price ($16.88) is below last week's close ($16.88),False,0.318333,0.318333,3-day ATR (0.32) is higher than 6-day ATR (0.32),0
AKAM,75.93,1,False,75.93,77.6129,Price ($75.93) is below the 20-day EMA ($77.61),False,75.93,82.4674,Price ($75.93) is below the 100-day EMA ($82.47),False,72.66,50.0,RSI (72.7) is above the threshold (50),False,75.93,75.93,Current price ($75.93) is below last week's close ($75.93),True,1.533333,1.658317,3-day ATR (1.53) is lower than 6-day ATR (1.66),0
MOS,36.14,3,True,36.14,33.9562,Price ($36.14) is above the 20-day EMA ($33.96),True,36.14,29.094,Price ($36.14) is above the 100-day EMA ($29.09),False,63.3,50.0,RSI (63.3) is above the threshold (50),False,36.14,36.14,Current price ($36.14) is below last week's close ($36.14),True,0.524833,0.62575,3-day ATR (0.52) is lower than 6-day ATR (0.63),0
DOC,17.41,2,False,17.41,17.4812,Price ($17.41) is below the 20-day EMA ($17.48),False,17.41,18.9751,Price ($17.41) is below the 100-day EMA ($18.98),True,39.59,50.0,RSI (39.6) is below the threshold (50),False,17.41,17.41,Current price ($17.41) is below last week's close ($17.41),True,0.321667,0.344167,3-day ATR (0.32) is lower than 6-day ATR (0.34),0
TAP,53.59,1,False,53.59,55.3618,Price ($53.59) is below the 20-day EMA ($55.36),False,53.59,57.9175,Price ($53.59) is below the 100-day EMA ($57.92),True,45.81,50.0,RSI (45.8) is below the threshold (50),False,53.59,53.59,Current price ($53.59) is below last week's close ($53.59),False,1.136667,1.0575,3-day ATR (1.14) is higher than 6-day ATR (1.06),0
CPB,34.04,2,False,34.04,34.9518,Price ($34.04) is below the 20-day EMA ($34.95),False,34.04,37.9702,Price ($34.04) is below the 100-day EMA ($37.97),True,26.3,50.0,RSI (26.3) is below the threshold (50),False,34.04,34.04,Current price ($34.04) is below last week's close ($34.04),True,0.635,0.76675,3-day ATR (0.64) is lower than 6-day ATR (0.77),0
TTWO,226.28,1,False,226.28,226.4015,Price ($226.28) is below the 20-day EMA ($226.40),True,226.28,211.4301,Price ($226.28) is above the 100-day EMA ($211.43),False,50.76,50.0,RSI (50.8) is above the threshold (50),False,226.28,226.28,Current price ($226.28) is below last week's close ($226.28),False,3.746667,3.69665,3-day ATR (3.75) is higher than 6-day ATR (3.70),0
CAG,22.89,2,False,22.89,23.1276,Price ($22.89) is below the 20-day EMA ($23.13),False,22.89,24.9578,Price ($22.89) is below the 100-day EMA ($24.96),True,27.45,50.0,RSI (27.5) is below the threshold (50),False,22.89,22.89,Current price ($22.89) is below last week's close ($22.89),True,0.4537,0.47435,3-day ATR (0.45) is lower than 6-day ATR (0.47),0
CTSH,80.99,3,True,80.99,79.308,Price ($80.99) is above the 20-day EMA ($79.31),True,80.99,78.4285,Price ($80.99) is above the 100-day EMA ($78.43),False,58.06,50.0,RSI (58.1) is above the threshold (50),False,80.99,80.99,Current price ($80.99) is below last week's close ($80.99),True,1.0681,1.290717,3-day ATR (1.07) is lower than 6-day ATR (1.29),0
